ftitle,fsubtitle,btitle,bsubtitle,audio
穀物,(こくもつ),"grain,cereal,corn",,[sound:穀物.wav]
"grain,cereal,corn",,穀物,(こくもつ),[sound:穀物.wav]
腰,(こし),hip,,[sound:腰.wav]
hip,,腰,(こし),[sound:腰.wav]
個人,(こじん),"individual,private person,personal,private",,[sound:個人.wav]
"individual,private person,personal,private",,個人,(こじん),[sound:個人.wav]
越す,(こす),to go over (e.g. with audience),,[sound:越す.wav]
to go over (e.g. with audience),,越す,(こす),[sound:越す.wav]
国家,(こっか),"state,country,nation",,[sound:国家.wav]
"state,country,nation",,国家,(こっか),[sound:国家.wav]
国会,(こっかい),"National Diet,parliament,congress",,[sound:国会.wav]
"National Diet,parliament,congress",,国会,(こっかい),[sound:国会.wav]
国境,(こっきょう),national or state border,,[sound:国境.wav]
national or state border,,国境,(こっきょう),[sound:国境.wav]
骨折,(こっせつ),bone fracture,,[sound:骨折.wav]
bone fracture,,骨折,(こっせつ),[sound:骨折.wav]
小包,(こづつみ),"parcel,package",,[sound:小包.wav]
"parcel,package",,小包,(こづつみ),[sound:小包.wav]
事,(こと),"thing,matter,fact,circumstances",,[sound:事.wav]
"thing,matter,fact,circumstances",,事,(こと),[sound:事.wav]
異なる,(ことなる),"to differ,to vary,to disagree",,[sound:異なる.wav]
"to differ,to vary,to disagree",,異なる,(ことなる),[sound:異なる.wav]
諺,(ことわざ),"proverb,maxim",,[sound:諺.wav]
"proverb,maxim",,諺,(ことわざ),[sound:諺.wav]
断る,(ことわる),"to refuse,to decline,to dismiss",,[sound:断る.wav]
"to refuse,to decline,to dismiss",,断る,(ことわる),[sound:断る.wav]
粉,(こな),"flour,meal,powder",,[sound:粉.wav]
"flour,meal,powder",,粉,(こな),[sound:粉.wav]
好み,(このみ),"liking,taste,choice",,[sound:好み.wav]
"liking,taste,choice",,好み,(このみ),[sound:好み.wav]
好む,(このむ),"to like,to prefer",,[sound:好む.wav]
"to like,to prefer",,好む,(このむ),[sound:好む.wav]
小麦,(こむぎ),wheat,,[sound:小麦.wav]
wheat,,小麦,(こむぎ),[sound:小麦.wav]
ごめんなさい,,"I beg your pardon,excuse me",,[sound:ごめんなさい.wav]
"I beg your pardon,excuse me",,ごめんなさい,,[sound:ごめんなさい.wav]
小屋,(こや),"hut,cabin,shed,(animal) pen",,[sound:小屋.wav]
"hut,cabin,shed,(animal) pen",,小屋,(こや),[sound:小屋.wav]
これら,,these,,[sound:これら.wav]
these,,これら,,[sound:これら.wav]
頃,(ころ),"time,about,toward,approximately (time)",,[sound:頃.wav]
"time,about,toward,approximately (time)",,頃,(ころ),[sound:頃.wav]
殺す,(ころす),to kill,,[sound:殺す.wav]
to kill,,殺す,(ころす),[sound:殺す.wav]
転ぶ,(ころぶ),"to fall down,to fall over",,[sound:転ぶ.wav]
"to fall down,to fall over",,転ぶ,(ころぶ),[sound:転ぶ.wav]
今回,(こんかい),"now,this time,lately",,[sound:今回.wav]
"now,this time,lately",,今回,(こんかい),[sound:今回.wav]
今後,(こんご),"from now on,hereafter",,[sound:今後.wav]
"from now on,hereafter",,今後,(こんご),[sound:今後.wav]
混雑,(こんざつ),"confusion,congestion",,[sound:混雑.wav]
"confusion,congestion",,混雑,(こんざつ),[sound:混雑.wav]
こんなに,,"so,like this,in this way",,[sound:こんなに.wav]
"so,like this,in this way",,こんなに,,[sound:こんなに.wav]
困難,(こんなん),"difficulty,distress",,[sound:困難.wav]
"difficulty,distress",,困難,(こんなん),[sound:困難.wav]
今日,(こんにち),"today,this day",,[sound:今日.wav]
"today,this day",,今日,(こんにち),[sound:今日.wav]
こんにちは,,"hello,good day (daytime greeting, id)",,[sound:こんにちは.wav]
"hello,good day (daytime greeting, id)",,こんにちは,,[sound:こんにちは.wav]
婚約,(こんやく),"engagement,betrothal",,[sound:婚約.wav]
"engagement,betrothal",,婚約,(こんやく),[sound:婚約.wav]
混乱,(こんらん),"disorder,chaos,confusion,mayhem",,[sound:混乱.wav]
"disorder,chaos,confusion,mayhem",,混乱,(こんらん),[sound:混乱.wav]
差,(さ),"difference,variation",,[sound:差.wav]
"difference,variation",,差,(さ),[sound:差.wav]
サービス,,"(1) service,support system,(2) goods or services without charge",,[sound:サービス.wav]
"(1) service,support system,(2) goods or services without charge",,サービス,,[sound:サービス.wav]
際,(さい),"on the occasion of,circumstances",,[sound:際.wav]
"on the occasion of,circumstances",,際,(さい),[sound:際.wav]
最高,(さいこう),"highest,supreme,the most",,[sound:最高.wav]
"highest,supreme,the most",,最高,(さいこう),[sound:最高.wav]
財産,(ざいさん),"property,fortune,assets",,[sound:財産.wav]
"property,fortune,assets",,財産,(ざいさん),[sound:財産.wav]
最終,(さいしゅう),"last,final,closing",,[sound:最終.wav]
"last,final,closing",,最終,(さいしゅう),[sound:最終.wav]
最中,(さいちゅう),in the middle of,,[sound:最中.wav]
in the middle of,,最中,(さいちゅう),[sound:最中.wav]
最低,(さいてい),"least,lowest,worst",,[sound:最低.wav]
"least,lowest,worst",,最低,(さいてい),[sound:最低.wav]
才能,(さいのう),"talent,ability",,[sound:才能.wav]
"talent,ability",,才能,(さいのう),[sound:才能.wav]
裁判,(さいばん),"trial,judgement",,[sound:裁判.wav]
"trial,judgement",,裁判,(さいばん),[sound:裁判.wav]
材料,(ざいりょう),"ingredients,material",,[sound:材料.wav]
"ingredients,material",,材料,(ざいりょう),[sound:材料.wav]
幸い,(さいわい),"happiness,blessedness",,[sound:幸い.wav]
"happiness,blessedness",,幸い,(さいわい),[sound:幸い.wav]
サイン,,"(1) autograph,(2) sign,(3) sine",,[sound:サイン.wav]
"(1) autograph,(2) sign,(3) sine",,サイン,,[sound:サイン.wav]
境,(さかい),"border,boundary,mental state",,[sound:境.wav]
"border,boundary,mental state",,境,(さかい),[sound:境.wav]
逆らう,(さからう),"to go against,to oppose,to disobey,to defy",,[sound:逆らう.wav]
"to go against,to oppose,to disobey,to defy",,逆らう,(さからう),[sound:逆らう.wav]
盛り,(さかり),"helping,serving",,[sound:盛り.wav]
"helping,serving",,盛り,(さかり),[sound:盛り.wav]
作業,(さぎょう),"work,operation,manufacturing,fatigue duty",,[sound:作業.wav]
"work,operation,manufacturing,fatigue duty",,作業,(さぎょう),[sound:作業.wav]
昨,(さく),"last (year),yesterday",,[sound:昨.wav]
"last (year),yesterday",,昨,(さく),[sound:昨.wav]
作品,(さくひん),"work,opus,performance,production",,[sound:作品.wav]
"work,opus,performance,production",,作品,(さくひん),[sound:作品.wav]
作物,(さくもつ),"produce (e.g. agricultural),crops",,[sound:作物.wav]
"produce (e.g. agricultural),crops",,作物,(さくもつ),[sound:作物.wav]
桜,(さくら),"cherry blossom,cherry tree",,[sound:桜.wav]
"cherry blossom,cherry tree",,桜,(さくら),[sound:桜.wav]
酒,(さけ),"alcohol,sake",,[sound:酒.wav]
"alcohol,sake",,酒,(さけ),[sound:酒.wav]
叫ぶ,(さけぶ),"to shout,to cry",,[sound:叫ぶ.wav]
"to shout,to cry",,叫ぶ,(さけぶ),[sound:叫ぶ.wav]
避ける,(さける),"(1) to avoid (physical contact ),(2) to ward off,to avert",,[sound:避ける.wav]
"(1) to avoid (physical contact ),(2) to ward off,to avert",,避ける,(さける),[sound:避ける.wav]
支える,(ささえる),"to be blocked,to choke,to be obstructed",,[sound:支える.wav]
"to be blocked,to choke,to be obstructed",,支える,(ささえる),[sound:支える.wav]
指す,(さす),"to point,to put up umbrella,to play",,[sound:指す.wav]
"to point,to put up umbrella,to play",,指す,(さす),[sound:指す.wav]
座席,(ざせき),seat,,[sound:座席.wav]
seat,,座席,(ざせき),[sound:座席.wav]
誘う,(さそう),"(1) to invite,to ask,(2) to tempt,to lure,to induce",,[sound:誘う.wav]
"(1) to invite,to ask,(2) to tempt,to lure,to induce",,誘う,(さそう),[sound:誘う.wav]
札,(さつ),"(1) token,label,(2) ticket,(3) charm",,[sound:札.wav]
"(1) token,label,(2) ticket,(3) charm",,札,(さつ),[sound:札.wav]
作家,(さっか),"author,writer,novelist,artist",,[sound:作家.wav]
"author,writer,novelist,artist",,作家,(さっか),[sound:作家.wav]
作曲,(さっきょく),"composition,setting (of music)",,[sound:作曲.wav]
"composition,setting (of music)",,作曲,(さっきょく),[sound:作曲.wav]
ざっと,,"roughly,in round numbers",,[sound:ざっと.wav]
"roughly,in round numbers",,ざっと,,[sound:ざっと.wav]
さっぱり,,"feeling refreshed,feeling relieved,neat,trimmed",,[sound:さっぱり.wav]
"feeling refreshed,feeling relieved,neat,trimmed",,さっぱり,,[sound:さっぱり.wav]
さて,,"well,now,then",,[sound:さて.wav]
"well,now,then",,さて,,[sound:さて.wav]
砂漠,(さばく),desert,,[sound:砂漠.wav]
desert,,砂漠,(さばく),[sound:砂漠.wav]
差別,(さべつ),"discrimination,distinction,differentiation",,[sound:差別.wav]
"discrimination,distinction,differentiation",,差別,(さべつ),[sound:差別.wav]
作法,(さほう),"manners,etiquette,propriety",,[sound:作法.wav]
"manners,etiquette,propriety",,作法,(さほう),[sound:作法.wav]
様々,(さまざま),"varied,various",,[sound:様々.wav]
"varied,various",,様々,(さまざま),[sound:様々.wav]
覚ます,(さます),to awaken,,[sound:覚ます.wav]
to awaken,,覚ます,(さます),[sound:覚ます.wav]
覚める,(さめる),"to wake,to wake up",,[sound:覚める.wav]
"to wake,to wake up",,覚める,(さめる),[sound:覚める.wav]
左右,(さゆう),"(1) left and right,(2) influence,control,domination",,[sound:左右.wav]
"(1) left and right,(2) influence,control,domination",,左右,(さゆう),[sound:左右.wav]
皿,(さら),"plate,dish",,[sound:皿.wav]
"plate,dish",,皿,(さら),[sound:皿.wav]
更に,(さらに),"furthermore,again,after all,more and more,moreover",,[sound:更に.wav]
"furthermore,again,after all,more and more,moreover",,更に,(さらに),[sound:更に.wav]
去る,(さる),"to leave,to go away",,[sound:去る.wav]
"to leave,to go away",,去る,(さる),[sound:去る.wav]
猿,(さる),monkey,,[sound:猿.wav]
monkey,,猿,(さる),[sound:猿.wav]
騒ぎ,(さわぎ),"uproar,disturbance",,[sound:騒ぎ.wav]
"uproar,disturbance",,騒ぎ,(さわぎ),[sound:騒ぎ.wav]
参加,(さんか),participation,,[sound:参加.wav]
participation,,参加,(さんか),[sound:参加.wav]
参考,(さんこう),"reference,consultation",,[sound:参考.wav]
"reference,consultation",,参考,(さんこう),[sound:参考.wav]
賛成,(さんせい),"approval,agreement,support,favour",,[sound:賛成.wav]
"approval,agreement,support,favour",,賛成,(さんせい),[sound:賛成.wav]
酸素,(さんそ),oxygen,,[sound:酸素.wav]
oxygen,,酸素,(さんそ),[sound:酸素.wav]
氏,(し),"family name,lineage,birth",,[sound:氏.wav]
"family name,lineage,birth",,氏,(し),[sound:氏.wav]
詩,(し),"poem,verse of poetry",,[sound:詩.wav]
"poem,verse of poetry",,詩,(し),[sound:詩.wav]
幸せ,(しあわせ),"happiness,good fortune,luck,blessing",,[sound:幸せ.wav]
"happiness,good fortune,luck,blessing",,幸せ,(しあわせ),[sound:幸せ.wav]
ジーンズ,,jeans,,[sound:ジーンズ.wav]
jeans,,ジーンズ,,[sound:ジーンズ.wav]
ジェット機,(ジェットき),jet aeroplane,,[sound:ジェット機.wav]
jet aeroplane,,ジェット機,(ジェットき),[sound:ジェット機.wav]
直に,(じかに),"immediately,readily,directly",,[sound:直に.wav]
"immediately,readily,directly",,直に,(じかに),[sound:直に.wav]
しかも,,"moreover,furthermore,nevertheless,and yet",,[sound:しかも.wav]
"moreover,furthermore,nevertheless,and yet",,しかも,,[sound:しかも.wav]
叱る,(しかる),to scold,,[sound:叱る.wav]
to scold,,叱る,(しかる),[sound:叱る.wav]
式,(しき),"equation,formula,ceremony",,[sound:式.wav]
"equation,formula,ceremony",,式,(しき),[sound:式.wav]
直,(じき),"earnestly,immediately,exactly",,[sound:直.wav]
"earnestly,immediately,exactly",,直,(じき),[sound:直.wav]
時期,(じき),"time,season,period",,[sound:時期.wav]
"time,season,period",,時期,(じき),[sound:時期.wav]
支給,(しきゅう),"payment,allowance",,[sound:支給.wav]
"payment,allowance",,支給,(しきゅう),[sound:支給.wav]
しきりに,,"frequently,repeatedly,incessantly,eagerly",,[sound:しきりに.wav]
"frequently,repeatedly,incessantly,eagerly",,しきりに,,[sound:しきりに.wav]
刺激,(しげき),"stimulus,impetus,incentive",,[sound:刺激.wav]
"stimulus,impetus,incentive",,刺激,(しげき),[sound:刺激.wav]
資源,(しげん),resources,,[sound:資源.wav]
resources,,資源,(しげん),[sound:資源.wav]
事件,(じけん),"event,affair,incident",,[sound:事件.wav]
"event,affair,incident",,事件,(じけん),[sound:事件.wav]
時刻,(じこく),"instant,time,moment",,[sound:時刻.wav]
"instant,time,moment",,時刻,(じこく),[sound:時刻.wav]
自殺,(じさつ),suicide,,[sound:自殺.wav]
suicide,,自殺,(じさつ),[sound:自殺.wav]
事実,(じじつ),"fact,truth,reality",,[sound:事実.wav]
"fact,truth,reality",,事実,(じじつ),[sound:事実.wav]
支出,(ししゅつ),"expenditure,expenses",,[sound:支出.wav]
"expenditure,expenses",,支出,(ししゅつ),[sound:支出.wav]
事情,(じじょう),"circumstances,consideration,conditions,situation,reasons",,[sound:事情.wav]
"circumstances,consideration,conditions,situation,reasons",,事情,(じじょう),[sound:事情.wav]
詩人,(しじん),poet,,[sound:詩人.wav]
poet,,詩人,(しじん),[sound:詩人.wav]
自身,(じしん),"by oneself,personally",,[sound:自身.wav]
"by oneself,personally",,自身,(じしん),[sound:自身.wav]
沈む,(しずむ),"to sink,to feel depressed",,[sound:沈む.wav]
"to sink,to feel depressed",,沈む,(しずむ),[sound:沈む.wav]
自然,(しぜん),"nature,spontaneous",,[sound:自然.wav]
"nature,spontaneous",,自然,(しぜん),[sound:自然.wav]
思想,(しそう),"thought,idea",,[sound:思想.wav]
"thought,idea",,思想,(しそう),[sound:思想.wav]
舌,(した),tongue,,[sound:舌.wav]
tongue,,舌,(した),[sound:舌.wav]
次第,(しだい),"(1) order,precedence,(2) circumstances,(3) immediate(ly)",,[sound:次第.wav]
"(1) order,precedence,(2) circumstances,(3) immediate(ly)",,次第,(しだい),[sound:次第.wav]
事態,(じたい),"situation,present state of affairs",,[sound:事態.wav]
"situation,present state of affairs",,事態,(じたい),[sound:事態.wav]
従う,(したがう),"to abide (by the rules),to obey,to follow,to accompany",,[sound:従う.wav]
"to abide (by the rules),to obey,to follow,to accompany",,従う,(したがう),[sound:従う.wav]
従って,(したがって),"therefore,consequently,in accordance with",,[sound:従って.wav]
"therefore,consequently,in accordance with",,従って,(したがって),[sound:従って.wav]
親しい,(したしい),"intimate,close (e.g. friend)",,[sound:親しい.wav]
"intimate,close (e.g. friend)",,親しい,(したしい),[sound:親しい.wav]
質,(しつ),"quality,nature (of person)",,[sound:質.wav]
"quality,nature (of person)",,質,(しつ),[sound:質.wav]
失業,(しつぎょう),unemployment,,[sound:失業.wav]
unemployment,,失業,(しつぎょう),[sound:失業.wav]
実験,(じっけん),experiment,,[sound:実験.wav]
experiment,,実験,(じっけん),[sound:実験.wav]
実現,(じつげん),"implementation,materialization,realization",,[sound:実現.wav]
"implementation,materialization,realization",,実現,(じつげん),[sound:実現.wav]
実行,(じっこう),"practice,performance,execution (e.g. program),realization",,[sound:実行.wav]
"practice,performance,execution (e.g. program),realization",,実行,(じっこう),[sound:実行.wav]
実際,(じっさい),"practical,actual condition,status quo",,[sound:実際.wav]
"practical,actual condition,status quo",,実際,(じっさい),[sound:実際.wav]
実施,(じっし),"enforcement,enact,put into practice,carry out,operation",,[sound:実施.wav]
