ftitle,fsubtitle,btitle,bsubtitle,audio
damage,,被害,(ひがい),[sound:被害.wav]
比較,(ひかく),comparison,,[sound:比較.wav]
comparison,,比較,(ひかく),[sound:比較.wav]
轢く,(ひく),"to run somebody over (with vehicle),to knock someone down",,[sound:轢く.wav]
"to run somebody over (with vehicle),to knock someone down",,轢く,(ひく),[sound:轢く.wav]
ピクニック,,picnic,,[sound:ピクニック.wav]
picnic,,ピクニック,,[sound:ピクニック.wav]
悲劇,(ひげき),tragedy,,[sound:悲劇.wav]
tragedy,,悲劇,(ひげき),[sound:悲劇.wav]
飛行,(ひこう),aviation,,[sound:飛行.wav]
aviation,,飛行,(ひこう),[sound:飛行.wav]
膝,(ひざ),"knee,lap",,[sound:膝.wav]
"knee,lap",,膝,(ひざ),[sound:膝.wav]
非常,(ひじょう),"emergency,extraordinary,unusual",,[sound:非常.wav]
"emergency,extraordinary,unusual",,非常,(ひじょう),[sound:非常.wav]
美人,(びじん),beautiful person (woman),,[sound:美人.wav]
beautiful person (woman),,美人,(びじん),[sound:美人.wav]
額,(ひたい),"forehead,brow",,[sound:額.wav]
"forehead,brow",,額,(ひたい),[sound:額.wav]
日付,(ひづけ),"date,dating",,[sound:日付.wav]
"date,dating",,日付,(ひづけ),[sound:日付.wav]
必死,(ひっし),"inevitable death,desperation,frantic,inevitable result",,[sound:必死.wav]
"inevitable death,desperation,frantic,inevitable result",,必死,(ひっし),[sound:必死.wav]
ぴったり,,"exactly,neatly,sharp",,[sound:ぴったり.wav]
"exactly,neatly,sharp",,ぴったり,,[sound:ぴったり.wav]
引っ張る,(ひっぱる),"(1) to pull,to draw,to stretch,to drag,(2) to pull the ball (baseball)",,[sound:引っ張る.wav]
"(1) to pull,to draw,to stretch,to drag,(2) to pull the ball (baseball)",,引っ張る,(ひっぱる),[sound:引っ張る.wav]
否定,(ひてい),"negation,denial,repudiation",,[sound:否定.wav]
"negation,denial,repudiation",,否定,(ひてい),[sound:否定.wav]
ビデオ,,video,,[sound:ビデオ.wav]
video,,ビデオ,,[sound:ビデオ.wav]
一言,(ひとこと),single word,,[sound:一言.wav]
single word,,一言,(ひとこと),[sound:一言.wav]
人込み,(ひとごみ),crowd of people,,[sound:人込み.wav]
crowd of people,,人込み,(ひとごみ),[sound:人込み.wav]
等しい,(ひとしい),equal,,[sound:等しい.wav]
equal,,等しい,(ひとしい),[sound:等しい.wav]
独り,(ひとり),"alone,unmarried",,[sound:独り.wav]
"alone,unmarried",,独り,(ひとり),[sound:独り.wav]
一人一人,(ひとりひとり),"one by one,each,one at a time",,[sound:一人一人.wav]
"one by one,each,one at a time",,一人一人,(ひとりひとり),[sound:一人一人.wav]
批判,(ひはん),"criticism,judgement,comment",,[sound:批判.wav]
"criticism,judgement,comment",,批判,(ひはん),[sound:批判.wav]
批評,(ひひょう),"criticism,review,commentary",,[sound:批評.wav]
"criticism,review,commentary",,批評,(ひひょう),[sound:批評.wav]
秘密,(ひみつ),"secret,secrecy",,[sound:秘密.wav]
"secret,secrecy",,秘密,(ひみつ),[sound:秘密.wav]
微妙,(びみょう),"delicate,subtle",,[sound:微妙.wav]
"delicate,subtle",,微妙,(びみょう),[sound:微妙.wav]
紐,(ひも),"(1) string,cord,(2) pimp",,[sound:紐.wav]
"(1) string,cord,(2) pimp",,紐,(ひも),[sound:紐.wav]
費用,(ひよう),"cost,expense",,[sound:費用.wav]
"cost,expense",,費用,(ひよう),[sound:費用.wav]
表,(ひょう),"table (e.g. Tab 1),chart,list",,[sound:表.wav]
"table (e.g. Tab 1),chart,list",,表,(ひょう),[sound:表.wav]
秒,(びょう),second (60th min),,[sound:秒.wav]
second (60th min),,秒,(びょう),[sound:秒.wav]
評価,(ひょうか),"valuation,estimation,assessment,evaluation",,[sound:評価.wav]
"valuation,estimation,assessment,evaluation",,評価,(ひょうか),[sound:評価.wav]
表現,(ひょうげん),"expression,presentation,representation (math)",,[sound:表現.wav]
"expression,presentation,representation (math)",,表現,(ひょうげん),[sound:表現.wav]
表情,(ひょうじょう),facial expression,,[sound:表情.wav]
facial expression,,表情,(ひょうじょう),[sound:表情.wav]
平等,(びょうどう),"equality (a),impartiality,evenness",,[sound:平等.wav]
"equality (a),impartiality,evenness",,平等,(びょうどう),[sound:平等.wav]
評判,(ひょうばん),"fame,reputation,popularity,arrant",,[sound:評判.wav]
"fame,reputation,popularity,arrant",,評判,(ひょうばん),[sound:評判.wav]
表面,(ひょうめん),"surface,outside,face,appearance",,[sound:表面.wav]
"surface,outside,face,appearance",,表面,(ひょうめん),[sound:表面.wav]
広がる,(ひろがる),"to spread (out),to extend,to stretch,to reach to,to get around",,[sound:広がる.wav]
"to spread (out),to extend,to stretch,to reach to,to get around",,広がる,(ひろがる),[sound:広がる.wav]
品,(ひん),"thing,article,goods,dignity,article (goods),counter for meal courses",,[sound:品.wav]
"thing,article,goods,dignity,article (goods),counter for meal courses",,品,(ひん),[sound:品.wav]
瓶,(びん),bottle,,[sound:瓶.wav]
bottle,,瓶,(びん),[sound:瓶.wav]
便,(びん),"way,means",,[sound:便.wav]
"way,means",,便,(びん),[sound:便.wav]
ピン,,pin,,[sound:ピン.wav]
pin,,ピン,,[sound:ピン.wav]
不,(ふ),"un,non,negative prefix",,[sound:不.wav]
"un,non,negative prefix",,不,(ふ),[sound:不.wav]
不,(ぶ),"un,non,negative prefix",,[sound:不.wav]
"un,non,negative prefix",,不,(ぶ),[sound:不.wav]
無,(ぶ),"nothing,naught,nil,zero",,[sound:無.wav]
"nothing,naught,nil,zero",,無,(ぶ),[sound:無.wav]
分,(ぶ),"dividing,part",,[sound:分.wav]
"dividing,part",,分,(ぶ),[sound:分.wav]
不安,(ふあん),"anxiety,uneasiness,insecurity,suspense",,[sound:不安.wav]
"anxiety,uneasiness,insecurity,suspense",,不安,(ふあん),[sound:不安.wav]
風景,(ふうけい),scenery,,[sound:風景.wav]
scenery,,風景,(ふうけい),[sound:風景.wav]
夫婦,(ふうふ),"married couple,husband and wife",,[sound:夫婦.wav]
"married couple,husband and wife",,夫婦,(ふうふ),[sound:夫婦.wav]
笛,(ふえ),"flute,pipe",,[sound:笛.wav]
"flute,pipe",,笛,(ふえ),[sound:笛.wav]
不可,(ふか),"wrong,bad,improper,unjustifiable,inadvisable",,[sound:不可.wav]
"wrong,bad,improper,unjustifiable,inadvisable",,不可,(ふか),[sound:不可.wav]
武器,(ぶき),"weapon,arms,ordinance",,[sound:武器.wav]
"weapon,arms,ordinance",,武器,(ぶき),[sound:武器.wav]
服装,(ふくそう),garments,,[sound:服装.wav]
garments,,服装,(ふくそう),[sound:服装.wav]
含む,(ふくむ),"to hold in the mouth,to bear in mind",,[sound:含む.wav]
"to hold in the mouth,to bear in mind",,含む,(ふくむ),[sound:含む.wav]
袋,(ふくろ),"bag,sack",,[sound:袋.wav]
"bag,sack",,袋,(ふくろ),[sound:袋.wav]
不幸,(ふこう),"unhappiness,sorrow,misfortune,disaster,accident,death",,[sound:不幸.wav]
"unhappiness,sorrow,misfortune,disaster,accident,death",,不幸,(ふこう),[sound:不幸.wav]
節,(ふし),"tune,tone,knot,knob,point",,[sound:節.wav]
"tune,tone,knot,knob,point",,節,(ふし),[sound:節.wav]
無事,(ぶじ),"safety,peace,quietness",,[sound:無事.wav]
"safety,peace,quietness",,無事,(ぶじ),[sound:無事.wav]
不思議,(ふしぎ),"mystery,curiosity",,[sound:不思議.wav]
"mystery,curiosity",,不思議,(ふしぎ),[sound:不思議.wav]
不自由,(ふじゆう),"discomfort,disability,inconvenience,destitution",,[sound:不自由.wav]
"discomfort,disability,inconvenience,destitution",,不自由,(ふじゆう),[sound:不自由.wav]
夫人,(ふじん),"wife,Mrs,madam",,[sound:夫人.wav]
"wife,Mrs,madam",,夫人,(ふじん),[sound:夫人.wav]
婦人,(ふじん),"woman,female",,[sound:婦人.wav]
"woman,female",,婦人,(ふじん),[sound:婦人.wav]
不正,(ふせい),"injustice,unfairness",,[sound:不正.wav]
"injustice,unfairness",,不正,(ふせい),[sound:不正.wav]
防ぐ,(ふせぐ),"to defend (against),to protect,to prevent",,[sound:防ぐ.wav]
"to defend (against),to protect,to prevent",,防ぐ,(ふせぐ),[sound:防ぐ.wav]
不足,(ふそく),"insufficiency,shortage,deficiency,lack,dearth",,[sound:不足.wav]
"insufficiency,shortage,deficiency,lack,dearth",,不足,(ふそく),[sound:不足.wav]
舞台,(ぶたい),stage (theatre),,[sound:舞台.wav]
stage (theatre),,舞台,(ぶたい),[sound:舞台.wav]
双子,(ふたご),"twins,a twin",,[sound:双子.wav]
"twins,a twin",,双子,(ふたご),[sound:双子.wav]
再び,(ふたたび),"again,once more,a second time",,[sound:再び.wav]
"again,once more,a second time",,再び,(ふたたび),[sound:再び.wav]
普段,(ふだん),"usually,habitually,ordinarily,always",,[sound:普段.wav]
"usually,habitually,ordinarily,always",,普段,(ふだん),[sound:普段.wav]
縁,(ふち),"a means, e.g. of living",,[sound:縁.wav]
"a means, e.g. of living",,縁,(ふち),[sound:縁.wav]
打つ,(ぶつ),"to hit,to strike",,[sound:打つ.wav]
"to hit,to strike",,打つ,(ぶつ),[sound:打つ.wav]
物価,(ぶっか),"prices of commodities,prices (in general)",,[sound:物価.wav]
"prices of commodities,prices (in general)",,物価,(ぶっか),[sound:物価.wav]
物質,(ぶっしつ),"material,substance",,[sound:物質.wav]
"material,substance",,物質,(ぶっしつ),[sound:物質.wav]
物理,(ぶつり),physics,,[sound:物理.wav]
physics,,物理,(ぶつり),[sound:物理.wav]
筆,(ふで),writing brush,,[sound:筆.wav]
writing brush,,筆,(ふで),[sound:筆.wav]
不図,(ふと),"suddenly,casually,accidentally,incidentally,unexpectedly,unintentionally",,[sound:不図.wav]
"suddenly,casually,accidentally,incidentally,unexpectedly,unintentionally",,不図,(ふと),[sound:不図.wav]
船,(ふね),"ship,boat,watercraft,shipping,vessel,steamship",,[sound:船.wav]
"ship,boat,watercraft,shipping,vessel,steamship",,船,(ふね),[sound:船.wav]
部分,(ぶぶん),"portion,section,part",,[sound:部分.wav]
"portion,section,part",,部分,(ぶぶん),[sound:部分.wav]
不平,(ふへい),"complaint,discontent,dissatisfaction",,[sound:不平.wav]
"complaint,discontent,dissatisfaction",,不平,(ふへい),[sound:不平.wav]
不満,(ふまん),"dissatisfaction,displeasure,discontent,complaints,unhappiness",,[sound:不満.wav]
"dissatisfaction,displeasure,discontent,complaints,unhappiness",,不満,(ふまん),[sound:不満.wav]
プラス,,plus,,[sound:プラス.wav]
plus,,プラス,,[sound:プラス.wav]
プラン,,plan,,[sound:プラン.wav]
plan,,プラン,,[sound:プラン.wav]
不利,(ふり),"disadvantage,handicap,unfavorable,drawback",,[sound:不利.wav]
"disadvantage,handicap,unfavorable,drawback",,不利,(ふり),[sound:不利.wav]
振る,(ふる),"(1) to wave,to shake,to swing,(2) to sprinkle,(3) to cast (actor),to allocate (work)",,[sound:振る.wav]
"(1) to wave,to shake,to swing,(2) to sprinkle,(3) to cast (actor),to allocate (work)",,振る,(ふる),[sound:振る.wav]
震える,(ふるえる),"to shiver,to shake,to quake",,[sound:震える.wav]
"to shiver,to shake,to quake",,震える,(ふるえる),[sound:震える.wav]
ブレーキ,,a brake,,[sound:ブレーキ.wav]
a brake,,ブレーキ,,[sound:ブレーキ.wav]
触れる,(ふれる),"to touch,to be touched,to touch on a subject,to feel,to violate (law, copyright, etc.),to perceive,t",,[sound:触れる.wav]
"to touch,to be touched,to touch on a subject,to feel,to violate (law, copyright, etc.),to perceive,t",,触れる,(ふれる),[sound:触れる.wav]
プロ,,professional,,[sound:プロ.wav]
professional,,プロ,,[sound:プロ.wav]
分,(ぶん),"dividing,part,segment",,[sound:分.wav]
"dividing,part,segment",,分,(ぶん),[sound:分.wav]
文,(ぶん),sentence,,[sound:文.wav]
sentence,,文,(ぶん),[sound:文.wav]
雰囲気,(ふんいき),"atmosphere (e.g. musical),mood,ambience",,[sound:雰囲気.wav]
"atmosphere (e.g. musical),mood,ambience",,雰囲気,(ふんいき),[sound:雰囲気.wav]
分析,(ぶんせき),analysis,,[sound:分析.wav]
analysis,,分析,(ぶんせき),[sound:分析.wav]
文明,(ぶんめい),"civilization,culture",,[sound:文明.wav]
"civilization,culture",,文明,(ぶんめい),[sound:文明.wav]
分野,(ぶんや),"field,sphere,realm,division,branch",,[sound:分野.wav]
"field,sphere,realm,division,branch",,分野,(ぶんや),[sound:分野.wav]
塀,(へい),"wall,fence",,[sound:塀.wav]
"wall,fence",,塀,(へい),[sound:塀.wav]
平均,(へいきん),"equilibrium,balance,average,mean",,[sound:平均.wav]
"equilibrium,balance,average,mean",,平均,(へいきん),[sound:平均.wav]
平和,(へいわ),"peace,harmony",,[sound:平和.wav]
"peace,harmony",,平和,(へいわ),[sound:平和.wav]
別に,(べつに),"(not) particularly,nothing",,[sound:別に.wav]
"(not) particularly,nothing",,別に,(べつに),[sound:別に.wav]
減らす,(へらす),"to abate,to decrease,to diminish,to shorten",,[sound:減らす.wav]
"to abate,to decrease,to diminish,to shorten",,減らす,(へらす),[sound:減らす.wav]
減る,(へる),"to decrease (in size or number),to diminish,to abate",,[sound:減る.wav]
"to decrease (in size or number),to diminish,to abate",,減る,(へる),[sound:減る.wav]
ベルト,,Belt for western clothes,,[sound:ベルト.wav]
Belt for western clothes,,ベルト,,[sound:ベルト.wav]
変化,(へんか),"goblin,ghost,apparition,bugbear",,[sound:変化.wav]
"goblin,ghost,apparition,bugbear",,変化,(へんか),[sound:変化.wav]
ペンキ,,(n) paint (nl: pek),,[sound:ペンキ.wav]
(n) paint (nl: pek),,ペンキ,,[sound:ペンキ.wav]
変更,(へんこう),"change,modification,alteration",,[sound:変更.wav]
"change,modification,alteration",,変更,(へんこう),[sound:変更.wav]
ベンチ,,bench,,[sound:ベンチ.wav]
bench,,ベンチ,,[sound:ベンチ.wav]
弁当,(べんとう),box lunch,,[sound:弁当.wav]
box lunch,,弁当,(べんとう),[sound:弁当.wav]
法,(ほう),Act (law: the X Act),,[sound:法.wav]
Act (law: the X Act),,法,(ほう),[sound:法.wav]
棒,(ぼう),"pole,rod,stick",,[sound:棒.wav]
"pole,rod,stick",,棒,(ぼう),[sound:棒.wav]
冒険,(ぼうけん),"risk,venture,adventure",,[sound:冒険.wav]
"risk,venture,adventure",,冒険,(ぼうけん),[sound:冒険.wav]
方向,(ほうこう),"direction,course,way",,[sound:方向.wav]
"direction,course,way",,方向,(ほうこう),[sound:方向.wav]
報告,(ほうこく),"report,information",,[sound:報告.wav]
"report,information",,報告,(ほうこく),[sound:報告.wav]
宝石,(ほうせき),"gem,jewel",,[sound:宝石.wav]
"gem,jewel",,宝石,(ほうせき),[sound:宝石.wav]
豊富,(ほうふ),"abundance,wealth,plenty,bounty",,[sound:豊富.wav]
"abundance,wealth,plenty,bounty",,豊富,(ほうふ),[sound:豊富.wav]
方法,(ほうほう),"method,manner,way,means,technique",,[sound:方法.wav]
"method,manner,way,means,technique",,方法,(ほうほう),[sound:方法.wav]
方々,(ほうぼう),"persons,this and that,here and there,everywhere",,[sound:方々.wav]
"persons,this and that,here and there,everywhere",,方々,(ほうぼう),[sound:方々.wav]
訪問,(ほうもん),"call,visit",,[sound:訪問.wav]
"call,visit",,訪問,(ほうもん),[sound:訪問.wav]
吠える,(ほえる),"to bark,to bay,to howl,to bellow,to roar,to cry",,[sound:吠える.wav]
"to bark,to bay,to howl,to bellow,to roar,to cry",,吠える,(ほえる),[sound:吠える.wav]
ボーイ,,boy,,[sound:ボーイ.wav]
boy,,ボーイ,,[sound:ボーイ.wav]
ボート,,rowing boat,,[sound:ボート.wav]
rowing boat,,ボート,,[sound:ボート.wav]
ホーム,,"(1) platform,(2) home",,[sound:ホーム.wav]
"(1) platform,(2) home",,ホーム,,[sound:ホーム.wav]
ボール,,"ball,bowl",,[sound:ボール.wav]
"ball,bowl",,ボール,,[sound:ボール.wav]
他,(ほか),other (esp. places and things),,[sound:他.wav]
other (esp. places and things),,他,(ほか),[sound:他.wav]
外,(ほか),"other place,the rest",,[sound:外.wav]
"other place,the rest",,外,(ほか),[sound:外.wav]
誇り,(ほこり),pride,,[sound:誇り.wav]
pride,,誇り,(ほこり),[sound:誇り.wav]
埃,(ほこり),dust,,[sound:埃.wav]
dust,,埃,(ほこり),[sound:埃.wav]
保証,(ほしょう),"guarantee,security,assurance,pledge,warranty",,[sound:保証.wav]
"guarantee,security,assurance,pledge,warranty",,保証,(ほしょう),[sound:保証.wav]
保存,(ほぞん),"preservation,conservation,storage,maintenance",,[sound:保存.wav]
"preservation,conservation,storage,maintenance",,保存,(ほぞん),[sound:保存.wav]
歩道,(ほどう),"footpath,walkway,sidewalk",,[sound:歩道.wav]
"footpath,walkway,sidewalk",,歩道,(ほどう),[sound:歩道.wav]
仏,(ほとけ),"Buddha,merciful person,Buddhist image,the dead",,[sound:仏.wav]
"Buddha,merciful person,Buddhist image,the dead",,仏,(ほとけ),[sound:仏.wav]
骨,(ほね),bone,,[sound:骨.wav]
bone,,骨,(ほね),[sound:骨.wav]
炎,(ほのお),flame,,[sound:炎.wav]
flame,,炎,(ほのお),[sound:炎.wav]
頬,(ほほ),cheek (of face),,[sound:頬.wav]
cheek (of face),,頬,(ほほ),[sound:頬.wav]
頬,(ほお),cheek (of face),,[sound:頬.wav]
cheek (of face),,頬,(ほお),[sound:頬.wav]
略,(ほぼ),"almost,roughly,approximately",,[sound:略.wav]
"almost,roughly,approximately",,略,(ほぼ),[sound:略.wav]
微笑む,(ほほえむ),to smile,,[sound:微笑む.wav]
to smile,,微笑む,(ほほえむ),[sound:微笑む.wav]
褒める,(ほめる),"to praise,to admire,to speak well",,[sound:褒める.wav]
"to praise,to admire,to speak well",,褒める,(ほめる),[sound:褒める.wav]
濠,(ほり),moat,,[sound:濠.wav]
moat,,濠,(ほり),[sound:濠.wav]
本当,(ほんと),"truth,reality",,[sound:本当.wav]
"truth,reality",,本当,(ほんと),[sound:本当.wav]
本人,(ほんにん),the person himself,,[sound:本人.wav]
the person himself,,本人,(ほんにん),[sound:本人.wav]
本物,(ほんもの),genuine article,,[sound:本物.wav]
genuine article,,本物,(ほんもの),[sound:本物.wav]
ぼんやり,,"absent-minded,block-head,dim,faint,vague",,[sound:ぼんやり.wav]
"absent-minded,block-head,dim,faint,vague",,ぼんやり,,[sound:ぼんやり.wav]
間,(ま),"space,room,time,pause",,[sound:間.wav]
"space,room,time,pause",,間,(ま),[sound:間.wav]
まあ,,(female) you might say,,[sound:まあ.wav]
(female) you might say,,まあ,,[sound:まあ.wav]
マーケット,,market,,[sound:マーケット.wav]
market,,マーケット,,[sound:マーケット.wav]
マイク,,mike,,[sound:マイク.wav]
mike,,マイク,,[sound:マイク.wav]
迷子,(まいご),lost (stray) child,,[sound:迷子.wav]
lost (stray) child,,迷子,(まいご),[sound:迷子.wav]
任せる,(まかせる),"to entrust to another,to leave to",,[sound:任せる.wav]
"to entrust to another,to leave to",,任せる,(まかせる),[sound:任せる.wav]
幕,(まく),"curtain,bunting,act (in play)",,[sound:幕.wav]
"curtain,bunting,act (in play)",,幕,(まく),[sound:幕.wav]
負け,(まけ),"defeat,loss,losing (a game)",,[sound:負け.wav]
"defeat,loss,losing (a game)",,負け,(まけ),[sound:負け.wav]
孫,(まご),grandchild,,[sound:孫.wav]
grandchild,,孫,(まご),[sound:孫.wav]
まさか,,by no means,,[sound:まさか.wav]
by no means,,まさか,,[sound:まさか.wav]
まさに,,"correctly,surely",,[sound:まさに.wav]
"correctly,surely",,まさに,,[sound:まさに.wav]
真面目,(まじめ),"diligent,serious,honest",,[sound:真面目.wav]
"diligent,serious,honest",,真面目,(まじめ),[sound:真面目.wav]
増す,(ます),"to increase,to grow",,[sound:増す.wav]
"to increase,to grow",,増す,(ます),[sound:増す.wav]
貧しい,(まずしい),"poor,needy",,[sound:貧しい.wav]
"poor,needy",,貧しい,(まずしい),[sound:貧しい.wav]
マスター,,"proprietor,manager,barowner,master (e.g. arts, science)",,[sound:マスター.wav]
"proprietor,manager,barowner,master (e.g. arts, science)",,マスター,,[sound:マスター.wav]
ますます,,"increasingly,more and more",,[sound:ますます.wav]
"increasingly,more and more",,ますます,,[sound:ますます.wav]
未だ,(まだ),"yet,still,more,besides",,[sound:未だ.wav]
"yet,still,more,besides",,未だ,(まだ),[sound:未だ.wav]
街,(まち),"(1) town,(2) street,road",,[sound:街.wav]
"(1) town,(2) street,road",,街,(まち),[sound:街.wav]
間違い,(まちがい),mistake,,[sound:間違い.wav]
mistake,,間違い,(まちがい),[sound:間違い.wav]
松,(まつ),"(1) pine tree,(2) highest (of a three-tier ranking system)",,[sound:松.wav]
"(1) pine tree,(2) highest (of a three-tier ranking system)",,松,(まつ),[sound:松.wav]
真っ赤,(まっか),"deep red,flushed (of face)",,[sound:真っ赤.wav]
"deep red,flushed (of face)",,真っ赤,(まっか),[sound:真っ赤.wav]
真っ直ぐ,(まっすぐ),"straight (ahead),direct,upright",,[sound:真っ直ぐ.wav]
"straight (ahead),direct,upright",,真っ直ぐ,(まっすぐ),[sound:真っ直ぐ.wav]
全く,(まったく),"really,truly,entirely,completely",,[sound:全く.wav]
"really,truly,entirely,completely",,全く,(まったく),[sound:全く.wav]
祭,(まつり),"festival,feast",,[sound:祭.wav]
"festival,feast",,祭,(まつり),[sound:祭.wav]
学ぶ,(まなぶ),"to study (in depth),to learn,to take lessons in",,[sound:学ぶ.wav]
"to study (in depth),to learn,to take lessons in",,学ぶ,(まなぶ),[sound:学ぶ.wav]
真似,(まね),"mimicry,imitation,behavior,pretense",,[sound:真似.wav]
"mimicry,imitation,behavior,pretense",,真似,(まね),[sound:真似.wav]
招く,(まねく),to invite,,[sound:招く.wav]
to invite,,招く,(まねく),[sound:招く.wav]
ママ,,Mama,,[sound:ママ.wav]
Mama,,ママ,,[sound:ママ.wav]
豆,(まめ),"beans,peas",,[sound:豆.wav]
"beans,peas",,豆,(まめ),[sound:豆.wav]
守る,(まもる),"to protect,to obey,to guard,to abide (by the rules)",,[sound:守る.wav]
"to protect,to obey,to guard,to abide (by the rules)",,守る,(まもる),[sound:守る.wav]
丸,(まる),"circle,full (month),perfection,purity,suffix for ship names",,[sound:丸.wav]
"circle,full (month),perfection,purity,suffix for ship names",,丸,(まる),[sound:丸.wav]
円,(まる),"circle,money",,[sound:円.wav]
"circle,money",,円,(まる),[sound:円.wav]
まるで,,"quite,entirely,completely",,[sound:まるで.wav]
"quite,entirely,completely",,まるで,,[sound:まるで.wav]
回す,(まわす),"to turn,to revolve",,[sound:回す.wav]
"to turn,to revolve",,回す,(まわす),[sound:回す.wav]
回り,(まわり),"circumference,surroundings,circulation",,[sound:回り.wav]
"circumference,surroundings,circulation",,回り,(まわり),[sound:回り.wav]
万一,(まんいち),"by some chance,by some possibility,if by any chance,10E4:1 odds",,[sound:万一.wav]
"by some chance,by some possibility,if by any chance,10E4:1 odds",,万一,(まんいち),[sound:万一.wav]
満足,(まんぞく),satisfaction,,[sound:満足.wav]
satisfaction,,満足,(まんぞく),[sound:満足.wav]
身,(み),"body,main part,oneself,sword",,[sound:身.wav]
"body,main part,oneself,sword",,身,(み),[sound:身.wav]
実,(み),"fruit,nut,seed,content,good result",,[sound:実.wav]
"fruit,nut,seed,content,good result",,実,(み),[sound:実.wav]
見送り,(みおくり),"seeing one off,farewell,escort",,[sound:見送り.wav]
"seeing one off,farewell,escort",,見送り,(みおくり),[sound:見送り.wav]
味方,(みかた),"friend,ally,supporter",,[sound:味方.wav]
"friend,ally,supporter",,味方,(みかた),[sound:味方.wav]
見事,(みごと),"splendid,magnificent,beautiful,admirable",,[sound:見事.wav]
"splendid,magnificent,beautiful,admirable",,見事,(みごと),[sound:見事.wav]
ミス,,"miss (mistake, error, failure),Miss",,[sound:ミス.wav]
"miss (mistake, error, failure),Miss",,ミス,,[sound:ミス.wav]
満ちる,(みちる),"to be full,to rise (tide),to mature,to expire",,[sound:満ちる.wav]
"to be full,to rise (tide),to mature,to expire",,満ちる,(みちる),[sound:満ちる.wav]
密,(みつ),,,[sound:密.wav]
,,密,(みつ),[sound:密.wav]
認める,(みとめる),"to recognize,to appreciate,to approve,to admit,to notice",,[sound:認める.wav]
"to recognize,to appreciate,to approve,to admit,to notice",,認める,(みとめる),[sound:認める.wav]
皆,(みんな),"all,everyone,everybody",,[sound:皆.wav]
"all,everyone,everybody",,皆,(みんな),[sound:皆.wav]
見舞い,(みまい),"enquiry,expression of sympathy,expression of concern",,[sound:見舞い.wav]
"enquiry,expression of sympathy,expression of concern",,見舞い,(みまい),[sound:見舞い.wav]
土産,(みやげ),"present,souvenir",,[sound:土産.wav]
"present,souvenir",,土産,(みやげ),[sound:土産.wav]
都,(みやこ),capital,,[sound:都.wav]
capital,,都,(みやこ),[sound:都.wav]
妙,(みょう),"strange,unusual",,[sound:妙.wav]
"strange,unusual",,妙,(みょう),[sound:妙.wav]
明後日,(みょうごにち),day after tomorrow,,[sound:明後日.wav]
day after tomorrow,,明後日,(みょうごにち),[sound:明後日.wav]
未来,(みらい),"future (life, tense)",,[sound:未来.wav]
"future (life, tense)",,未来,(みらい),[sound:未来.wav]
魅力,(みりょく),"charm,fascination,glamour",,[sound:魅力.wav]
"charm,fascination,glamour",,魅力,(みりょく),[sound:魅力.wav]
ミルク,,milk,,[sound:ミルク.wav]
milk,,ミルク,,[sound:ミルク.wav]
無,(む),"nothing,naught,nil,zero",,[sound:無.wav]
"nothing,naught,nil,zero",,無,(む),[sound:無.wav]
向かい,(むかい),"facing,opposite,across the street,other side",,[sound:向かい.wav]
"facing,opposite,across the street,other side",,向かい,(むかい),[sound:向かい.wav]
迎え,(むかえ),"meeting,person sent to pick up an arrival",,[sound:迎え.wav]
"meeting,person sent to pick up an arrival",,迎え,(むかえ),[sound:迎え.wav]
向く,(むく),to face,,[sound:向く.wav]
to face,,向く,(むく),[sound:向く.wav]
向ける,(むける),"to turn towards,to point",,[sound:向ける.wav]
"to turn towards,to point",,向ける,(むける),[sound:向ける.wav]
無視,(むし),"disregard,ignore",,[sound:無視.wav]
"disregard,ignore",,無視,(むし),[sound:無視.wav]
虫歯,(むしば),"cavity,tooth decay,decayed tooth,caries",,[sound:虫歯.wav]
"cavity,tooth decay,decayed tooth,caries",,虫歯,(むしば),[sound:虫歯.wav]
寧ろ,(むしろ),"rather,better,instead",,[sound:寧ろ.wav]
"rather,better,instead",,寧ろ,(むしろ),[sound:寧ろ.wav]
結ぶ,(むすぶ),"to tie,to bind,to link",,[sound:結ぶ.wav]
"to tie,to bind,to link",,結ぶ,(むすぶ),[sound:結ぶ.wav]
無駄,(むだ),"futility,uselessness",,[sound:無駄.wav]
"futility,uselessness",,無駄,(むだ),[sound:無駄.wav]
夢中,(むちゅう),"daze,(in a) trance,ecstasy,delirium,engrossment",,[sound:夢中.wav]
"daze,(in a) trance,ecstasy,delirium,engrossment",,夢中,(むちゅう),[sound:夢中.wav]
胸,(むね),"breast,chest",,[sound:胸.wav]
"breast,chest",,胸,(むね),[sound:胸.wav]
無料,(むりょう),"free,no charge",,[sound:無料.wav]
"free,no charge",,無料,(むりょう),[sound:無料.wav]
芽,(め),sprout,,[sound:芽.wav]
sprout,,芽,(め),[sound:芽.wav]
明確,(めいかく),"clear up,clarify,define",,[sound:明確.wav]
"clear up,clarify,define",,明確,(めいかく),[sound:明確.wav]
命じる,(めいじる),"to order,to command,to appoint",,[sound:命じる.wav]
"to order,to command,to appoint",,命じる,(めいじる),[sound:命じる.wav]
名人,(めいじん),"master,expert",,[sound:名人.wav]
"master,expert",,名人,(めいじん),[sound:名人.wav]
命令,(めいれい),"order,command,decree,directive,(software) instruction",,[sound:命令.wav]
"order,command,decree,directive,(software) instruction",,命令,(めいれい),[sound:命令.wav]
